train_loss,train_Precision,train_Recall,train_F1Score,train_Accuracy,train_JaccardIndex,epoch,step,val_loss,val_Precision,val_Recall,val_F1Score,val_Accuracy,val_JaccardIndex
0.1789267659187317,0.9387544989585876,0.6934701800346375,0.7976821660995483,0.6934701800346375,0.8244656324386597,0,49,,,,,,
0.09829794615507126,0.9617581367492676,0.7578144073486328,0.8476922512054443,0.7578144073486328,0.8623529672622681,0,99,,,,,,
,,,,,,0,109,0.12388243526220322,0.908481776714325,0.7606136798858643,0.8252012133598328,0.7606136798858643,0.8471267223358154
0.06956490874290466,0.9202398657798767,0.8159629702568054,0.8649699687957764,0.8159629702568054,0.8763271570205688,1,149,,,,,,
0.052203137427568436,0.9080822467803955,0.8778243660926819,0.8926970362663269,0.8778243660926819,0.8992814421653748,1,199,,,,,,
,,,,,,1,219,0.06898440420627594,0.9446280598640442,0.7573950886726379,0.8385531902313232,0.7573950886726379,0.8581670522689819
0.04222438856959343,0.9262830018997192,0.8600986003875732,0.8919647336006165,0.8600986003875732,0.8986743688583374,2,249,,,,,,
0.03278099372982979,0.9775819182395935,0.8514683246612549,0.9101773500442505,0.8514683246612549,0.9143683314323425,2,299,,,,,,
,,,,,,2,329,0.05212392285466194,0.9206212759017944,0.8545978665351868,0.8852102160453796,0.8545978665351868,0.8946518301963806
0.03639485687017441,0.9503253102302551,0.7795340418815613,0.8564984798431396,0.7795340418815613,0.8695078492164612,3,349,,,,,,
0.02620779722929001,0.9600837230682373,0.8876963257789612,0.9224721789360046,0.8876963257789612,0.9246858358383179,3,399,,,,,,
,,,,,,3,439,0.04511226341128349,0.9239599108695984,0.8613743185997009,0.8904988169670105,0.8613743185997009,0.8990287780761719
0.024178773164749146,0.9543713927268982,0.9040835499763489,0.9285470843315125,0.9040835499763489,0.930191159248352,4,449,,,,,,
0.024524081498384476,0.9665518999099731,0.8825503587722778,0.9226431250572205,0.8825503587722778,0.924737811088562,4,499,,,,,,
0.02951330505311489,0.9796331524848938,0.8145983815193176,0.8895257711410522,0.8145983815193176,0.8950936794281006,4,549,,,,,,
,,,,,,4,549,0.04050249606370926,0.9590513110160828,0.7977831959724426,0.869795024394989,0.7977831959724426,0.8815469145774841
0.022155538201332092,0.974436342716217,0.8749643564224243,0.922025203704834,0.8749643564224243,0.9245876669883728,5,599,,,,,,
0.018782418221235275,0.9867297410964966,0.8365699648857117,0.905466616153717,0.8365699648857117,0.9101109504699707,5,649,,,,,,
,,,,,,5,659,0.03474454581737518,0.9450187683105469,0.8472806215286255,0.8928622603416443,0.8472806215286255,0.9004237651824951
0.01633886806666851,0.9604968428611755,0.9127938151359558,0.9360379576683044,0.9127938151359558,0.9375700950622559,6,699,,,,,,
0.01681232824921608,0.9352660179138184,0.9274241924285889,0.9313285946846008,0.9274241924285889,0.9332652688026428,6,749,,,,,,
,,,,,,6,769,0.05120333284139633,0.9158293008804321,0.8808932900428772,0.8969391584396362,0.8808932900428772,0.9042208194732666
0.015557320788502693,0.9690579771995544,0.869586169719696,0.9166313409805298,0.869586169719696,0.920142650604248,7,799,,,,,,
0.01568608358502388,0.9811276793479919,0.8704791069030762,0.9224973320960999,0.8704791069030762,0.9252743124961853,7,849,,,,,,
,,,,,,7,879,0.037540651857852936,0.915225088596344,0.8683380484580994,0.8899697661399841,0.8683380484580994,0.898995578289032
0.018674129620194435,0.9510703086853027,0.8618495464324951,0.9042644500732422,0.8618495464324951,0.9091254472732544,8,899,,,,,,
0.012428797781467438,0.9766466021537781,0.9216557145118713,0.9483546614646912,0.9216557145118713,0.9486240148544312,8,949,,,,,,
,,,,,,8,989,0.030773933976888657,0.9323793053627014,0.8731762766838074,0.9007166624069214,0.8731762766838074,0.9070648550987244
0.013909567147493362,0.9757795333862305,0.9054550528526306,0.9393028616905212,0.9054550528526306,0.9401512145996094,9,999,,,,,,
0.014678014442324638,0.9646891951560974,0.9249001741409302,0.94437575340271,0.9249001741409302,0.9447546005249023,9,1049,,,,,,
0.017079535871744156,0.9621938467025757,0.8948202729225159,0.9272848963737488,0.8948202729225159,0.9284367561340332,9,1099,,,,,,
,,,,,,9,1099,0.03420168161392212,0.9313442707061768,0.8735611438751221,0.8998761177062988,0.8735611438751221,0.9075160026550293
0.012268582358956337,0.9817946553230286,0.9021480679512024,0.9402877688407898,0.9021480679512024,0.9412667751312256,10,1149,,,,,,
0.011623872444033623,0.9755817651748657,0.9146407246589661,0.9441288113594055,0.9146407246589661,0.9448966979980469,10,1199,,,,,,
,,,,,,10,1209,0.028062600642442703,0.9379429221153259,0.8876171708106995,0.9112913012504578,0.8876171708106995,0.9162247776985168
0.010828664526343346,0.9576174020767212,0.9335318803787231,0.9454212784767151,0.9335318803787231,0.9462458491325378,11,1249,,,,,,
0.0096177002415061,0.9579004645347595,0.9538846611976624,0.9558883309364319,0.9538846611976624,0.9561566114425659,11,1299,,,,,,
,,,,,,11,1319,0.03226412087678909,0.94974285364151,0.8406975865364075,0.8902097940444946,0.8406975865364075,0.899268627166748
0.009338144212961197,0.9602022767066956,0.9466659426689148,0.9533860683441162,0.9466659426689148,0.9537577033042908,12,1349,,,,,,
0.008881228044629097,0.9659025073051453,0.9486347436904907,0.957190752029419,0.9486347436904907,0.9573203325271606,12,1399,,,,,,
,,,,,,12,1429,0.025924481451511383,0.9441623091697693,0.8764731884002686,0.908155620098114,0.8764731884002686,0.913655698299408
0.013645031489431858,0.9476985335350037,0.9150159358978271,0.9310704469680786,0.9150159358978271,0.9329090118408203,13,1449,,,,,,
0.009541655890643597,0.97825688123703,0.9321690797805786,0.9546570777893066,0.9321690797805786,0.9546232223510742,13,1499,,,,,,
,,,,,,13,1539,0.025855422019958496,0.9559443593025208,0.8515561819076538,0.8995702266693115,0.8515561819076538,0.9064474701881409
0.01006920263171196,0.971993088722229,0.948900580406189,0.9603080153465271,0.948900580406189,0.9600603580474854,14,1549,,,,,,
0.01228724978864193,0.975314199924469,0.9196754693984985,0.9466779828071594,0.9196754693984985,0.946951150894165,14,1599,,,,,,
0.012866107746958733,0.9639033079147339,0.9362186789512634,0.9498593211174011,0.9362186789512634,0.9495871067047119,14,1649,,,,,,
,,,,,,14,1649,0.028593681752681732,0.9229286909103394,0.8912773728370667,0.9057725667953491,0.8912773728370667,0.9122126698493958
0.008624025620520115,0.9728906750679016,0.9414504170417786,0.9569123387336731,0.9414504170417786,0.9569240808486938,15,1699,,,,,,
0.017013683915138245,0.9182367920875549,0.9058846831321716,0.9120189547538757,0.9058846831321716,0.915601372718811,15,1749,,,,,,
,,,,,,15,1759,0.03203155845403671,0.9203796982765198,0.8840080499649048,0.900871992111206,0.8840080499649048,0.9077500700950623
0.008940883912146091,0.9699504971504211,0.9371477365493774,0.953266978263855,0.9371477365493774,0.9536482095718384,16,1799,,,,,,
0.00804898701608181,0.962837815284729,0.962051510810852,0.9624444842338562,0.962051510810852,0.9624428749084473,16,1849,,,,,,
,,,,,,16,1869,0.03119850344955921,0.9435148239135742,0.8712393641471863,0.9047813415527344,0.8712393641471863,0.9109172224998474
0.007487689610570669,0.9702579975128174,0.9495068788528442,0.9597702622413635,0.9495068788528442,0.9598603844642639,17,1899,,,,,,
0.00985831767320633,0.9583377838134766,0.9255538582801819,0.9416605830192566,0.9255538582801819,0.9426782131195068,17,1949,,,,,,
,,,,,,17,1979,0.027804333716630936,0.9295373558998108,0.8851431012153625,0.905992329120636,0.8851431012153625,0.9122983813285828
0.009548201225697994,0.970196008682251,0.9221492409706116,0.9455627202987671,0.9221492409706116,0.9463298916816711,18,1999,,,,,,
0.008754579350352287,0.962152898311615,0.9617296457290649,0.9619412422180176,0.9617296457290649,0.9616149663925171,18,2049,,,,,,
,,,,,,18,2089,0.02859765663743019,0.9181632399559021,0.9077101349830627,0.9122462272644043,0.9077101349830627,0.9172735214233398
0.010458126664161682,0.9818474650382996,0.9165155291557312,0.9480572938919067,0.9165155291557312,0.9483681917190552,19,2099,,,,,,
0.009824800305068493,0.9809808731079102,0.9201852083206177,0.9496110081672668,0.9201852083206177,0.9497412443161011,19,2149,,,,,,
0.019247733056545258,0.936475396156311,0.9052193760871887,0.920582115650177,0.9052193760871887,0.9222192764282227,19,2199,,,,,,
,,,,,,19,2199,0.08340136706829071,0.9257451891899109,0.8743183016777039,0.8977717757225037,0.8743183016777039,0.9054970145225525
0.00931595265865326,0.9807040095329285,0.9347495436668396,0.9571755528450012,0.9347495436668396,0.9571902751922607,20,2249,,,,,,
0.00913400761783123,0.9795759916305542,0.9243751168251038,0.9511752724647522,0.9243751168251038,0.9515289068222046,20,2299,,,,,,
,,,,,,20,2309,0.031967442482709885,0.9295640587806702,0.8781260848045349,0.9018354415893555,0.8781260848045349,0.9084827303886414
0.007975803688168526,0.9605017304420471,0.9568754434585571,0.9586851000785828,0.9568754434585571,0.9587926864624023,21,2349,,,,,,
0.00749784242361784,0.9805168509483337,0.931616485118866,0.955441415309906,0.931616485118866,0.9557687640190125,21,2399,,,,,,
,,,,,,21,2419,0.028738433495163918,0.9562675952911377,0.8430929780006409,0.8949131965637207,0.8430929780006409,0.9023339152336121
0.006948663387447596,0.983529269695282,0.9282268285751343,0.9550781846046448,0.9282268285751343,0.9554027915000916,22,2449,,,,,,
0.007299840450286865,0.979300320148468,0.9359608292579651,0.9571402668952942,0.9359608292579651,0.9572943449020386,22,2499,,,,,,
,,,,,,22,2529,0.025706902146339417,0.954587996006012,0.863368034362793,0.9056679606437683,0.863368034362793,0.9114109873771667
0.008048543706536293,0.9825000166893005,0.9277430176734924,0.9543367028236389,0.9277430176734924,0.9546220302581787,23,2549,,,,,,
0.00707017257809639,0.9700127840042114,0.9661725163459778,0.9680888056755066,0.9661725163459778,0.967634379863739,23,2599,,,,,,
,,,,,,23,2639,0.026603788137435913,0.9540202617645264,0.8510186076164246,0.898632287979126,0.8510186076164246,0.9054278135299683
0.007848229259252548,0.9702547788619995,0.9654470682144165,0.9678449034690857,0.9654470682144165,0.967403769493103,24,2649,,,,,,
0.010051535442471504,0.9828308820724487,0.9167020916938782,0.9486153721809387,0.9167020916938782,0.9488012790679932,24,2699,,,,,,
0.009034181945025921,0.9697483777999878,0.9619688987731934,0.9658429622650146,0.9619688987731934,0.9651331901550293,24,2749,,,,,,
,,,,,,24,2749,0.031735606491565704,0.943962037563324,0.856270968914032,0.8970876932144165,0.856270968914032,0.9042789936065674
0.0072327652014791965,0.956204354763031,0.9836517572402954,0.9697338938713074,0.9836517572402954,0.9693402051925659,25,2799,,,,,,
0.009903878904879093,0.9665193557739258,0.9305874705314636,0.9482131004333496,0.9305874705314636,0.9487066268920898,25,2849,,,,,,
,,,,,,25,2859,0.03359590843319893,0.9139493703842163,0.858513355255127,0.8829430341720581,0.858513355255127,0.8932322263717651
0.005994024686515331,0.9764251112937927,0.9536318182945251,0.9648938775062561,0.9536318182945251,0.9647958874702454,26,2899,,,,,,
0.0061968485824763775,0.9830816388130188,0.9427778124809265,0.962507963180542,0.9427778124809265,0.9625324010848999,26,2949,,,,,,
,,,,,,26,2969,0.029190685600042343,0.9584673643112183,0.83689945936203,0.8922606110572815,0.83689945936203,0.9001671075820923
0.006522291339933872,0.9886194467544556,0.926618754863739,0.9566155672073364,0.926618754863739,0.9568731784820557,27,2999,,,,,,
0.00596247985959053,0.979087233543396,0.9527562856674194,0.9657423496246338,0.9527562856674194,0.9655801057815552,27,3049,,,,,,
,,,,,,27,3079,0.02910328097641468,0.964372992515564,0.8449888229370117,0.8995224237442017,0.8449888229370117,0.906363844871521
0.007873717695474625,0.970319390296936,0.9479113221168518,0.9589844346046448,0.9479113221168518,0.9590386152267456,28,3099,,,,,,
0.005462569184601307,0.9859288930892944,0.958562433719635,0.972053050994873,0.958562433719635,0.9715660810470581,28,3149,,,,,,
,,,,,,28,3189,0.028199197724461555,0.9630459547042847,0.8395538926124573,0.8960925340652466,0.8395538926124573,0.903513491153717
0.00811156164854765,0.964556872844696,0.9668185710906982,0.9656863808631897,0.9668185710906982,0.9652792811393738,29,3199,,,,,,
0.007044907659292221,0.9822275042533875,0.9507688283920288,0.9662421941757202,0.9507688283920288,0.9657864570617676,29,3249,,,,,,
0.008283348754048347,0.977370023727417,0.9495890140533447,0.9632792472839355,0.9495890140533447,0.9626255631446838,29,3299,,,,,,
,,,,,,29,3299,0.03273013234138489,0.9734808206558228,0.8096756339073181,0.8827807903289795,0.8096756339073181,0.8923944234848022
0.0062920451164245605,0.972686231136322,0.9629787802696228,0.967808187007904,0.9629787802696228,0.9674749374389648,30,3349,,,,,,
0.005369916558265686,0.9703782796859741,0.9774984121322632,0.9739253520965576,0.9774984121322632,0.9735270738601685,30,3399,,,,,,
,,,,,,30,3409,0.03547695651650429,0.9766860604286194,0.8015450835227966,0.879112720489502,0.8015450835227966,0.889427661895752
0.006642911583185196,0.9683343172073364,0.9561310410499573,0.9621939659118652,0.9561310410499573,0.9621758460998535,31,3449,,,,,,
0.005431675352156162,0.9864057898521423,0.9441933631896973,0.9648380875587463,0.9441933631896973,0.9647858142852783,31,3499,,,,,,
,,,,,,31,3519,0.0351872593164444,0.9650816321372986,0.8316881656646729,0.8923640251159668,0.8316881656646729,0.900062620639801
0.011006447486579418,0.9481209516525269,0.9276908040046692,0.9377946257591248,0.9276908040046692,0.93917316198349,32,3549,,,,,,
0.00810075644403696,0.9731222987174988,0.9345182776451111,0.9534296989440918,0.9345182776451111,0.9537515044212341,32,3599,,,,,,
,,,,,,32,3629,0.05000009015202522,0.9658807516098022,0.8269529938697815,0.8898794054985046,0.8269529938697815,0.8982470035552979
0.01015273667871952,0.9678881764411926,0.9311813712120056,0.949180006980896,0.9311813712120056,0.9497183561325073,33,3649,,,,,,
0.00665984395891428,0.9879418015480042,0.9406589269638062,0.9637207388877869,0.9406589269638062,0.9633901119232178,33,3699,,,,,,
,,,,,,33,3739,0.04213880002498627,0.9649283289909363,0.844398558139801,0.8995910286903381,0.844398558139801,0.9064205288887024
0.007481343112885952,0.9776082038879395,0.9522629976272583,0.9647691249847412,0.9522629976272583,0.9644047617912292,34,3749,,,,,,
0.00775274820625782,0.9820330142974854,0.9426131844520569,0.9619194269180298,0.9426131844520569,0.961566686630249,34,3799,,,,,,
0.0070448582991957664,0.9831008911132812,0.9564226865768433,0.9695783257484436,0.9564226865768433,0.9688557386398315,34,3849,,,,,,
,,,,,,34,3849,0.031372103840112686,0.9461684823036194,0.8748364448547363,0.9082463979721069,0.8748364448547363,0.9140048027038574
0.005445572547614574,0.9737330675125122,0.9724835753440857,0.9731079339981079,0.9724835753440857,0.9726897478103638,35,3899,,,,,,
0.005200548097491264,0.9896449446678162,0.9490290284156799,0.9689115285873413,0.9490290284156799,0.9686158895492554,35,3949,,,,,,
,,,,,,35,3959,0.03348071500658989,0.9342397451400757,0.8905754089355469,0.9110848307609558,0.8905754089355469,0.9164933562278748
0.004679695703089237,0.98390793800354,0.9591087698936462,0.9713500738143921,0.9591087698936462,0.9710972309112549,36,3999,,,,,,
0.004973280243575573,0.9816739559173584,0.9566069841384888,0.9689784049987793,0.9566069841384888,0.9688016772270203,36,4049,,,,,,
,,,,,,36,4069,0.03516031429171562,0.9375364184379578,0.884810745716095,0.9096550345420837,0.884810745716095,0.9149448275566101
0.004351850599050522,0.9838964939117432,0.9661235213279724,0.9749289751052856,0.9661235213279724,0.9746266603469849,37,4099,,,,,,
0.004717535339295864,0.9751421213150024,0.9721277952194214,0.9736326336860657,0.9721277952194214,0.9732989072799683,37,4149,,,,,,
,,,,,,37,4179,0.042201414704322815,0.9481149911880493,0.8575106859207153,0.8995482921600342,0.8575106859207153,0.9061704874038696
0.00598564650863409,0.9875494241714478,0.9362106323242188,0.9611949920654297,0.9362106323242188,0.9611891508102417,38,4199,,,,,,
0.005745222792029381,0.9940528869628906,0.9411428570747375,0.9668745994567871,0.9411428570747375,0.9664790630340576,38,4249,,,,,,
,,,,,,38,4289,0.06856536120176315,0.9425340294837952,0.848720133304596,0.8921852707862854,0.848720133304596,0.9003215432167053
0.0077979955822229385,0.9846654534339905,0.9374861717224121,0.9604968428611755,0.9374861717224121,0.9602657556533813,39,4299,,,,,,
0.006831124424934387,0.9787548780441284,0.9549741148948669,0.966718316078186,0.9549741148948669,0.9662478566169739,39,4349,,,,,,
0.010305403731763363,0.9702131748199463,0.9419629573822021,0.9558793306350708,0.9419629573822021,0.955397367477417,39,4399,,,,,,
,,,,,,39,4399,0.036438681185245514,0.9445257186889648,0.8693854808807373,0.9043523669242859,0.8693854808807373,0.9106037616729736
0.00498166773468256,0.983231246471405,0.9613630175590515,0.9721741676330566,0.9613630175590515,0.9717788100242615,40,4449,,,,,,
0.0051274411380290985,0.9935590028762817,0.9432079195976257,0.9677289724349976,0.9432079195976257,0.9674645662307739,40,4499,,,,,,
,,,,,,40,4509,0.03853645548224449,0.9139246940612793,0.9027056694030762,0.9072076678276062,0.9027056694030762,0.913449227809906
0.003978928551077843,0.9858695864677429,0.9645857810974121,0.9751115441322327,0.9645857810974121,0.9748011827468872,41,4549,,,,,,
0.0042884149588644505,0.9789704084396362,0.9732672572135925,0.9761105179786682,0.9732672572135925,0.9758039712905884,41,4599,,,,,,
,,,,,,41,4619,0.05036343261599541,0.9355710744857788,0.8744403123855591,0.9031210541725159,0.8744403123855591,0.9098204970359802
0.004305333364754915,0.973064661026001,0.9837049841880798,0.978355884552002,0.9837049841880798,0.978011965751648,42,4649,,,,,,
0.004363322630524635,0.9887053966522217,0.95610511302948,0.9721320271492004,0.95610511302948,0.9718356132507324,42,4699,,,,,,
,,,,,,42,4729,0.04939429834485054,0.9363569021224976,0.8711603879928589,0.9015437960624695,0.8711603879928589,0.9085874557495117
0.004480718169361353,0.9889766573905945,0.9576619267463684,0.9730674028396606,0.9576619267463684,0.9727522134780884,43,4749,,,,,,
0.004528796300292015,0.9821460247039795,0.9727708697319031,0.9774359464645386,0.9727708697319031,0.9769172668457031,43,4799,,,,,,
,,,,,,43,4839,0.07184194028377533,0.9468385577201843,0.8381938338279724,0.8876628279685974,0.8381938338279724,0.8969947099685669
0.005533210933208466,0.9726675152778625,0.982435941696167,0.9775273203849792,0.982435941696167,0.9770045280456543,44,4849,,,,,,
0.005951767787337303,0.976980447769165,0.9680995941162109,0.9725197553634644,0.9680995941162109,0.9719705581665039,44,4899,,,,,,
0.0063095130026340485,0.9837859869003296,0.9614737033843994,0.9725018739700317,0.9614737033843994,0.9717690944671631,44,4949,,,,,,
,,,,,,44,4949,0.06043346971273422,0.9541352391242981,0.8178924918174744,0.8794467449188232,0.8178924918174744,0.8901281356811523
0.005375069100409746,0.9907324314117432,0.9449672102928162,0.9673088192939758,0.9449672102928162,0.9670114517211914,45,4999,,,,,,
0.004536524415016174,0.9797416925430298,0.9723132848739624,0.9760133624076843,0.9723132848739624,0.9756067991256714,45,5049,,,,,,
,,,,,,45,5059,0.0495791956782341,0.9453519582748413,0.8504887819290161,0.8946948051452637,0.8504887819290161,0.9023341536521912
0.004340571351349354,0.972314178943634,0.9841539859771729,0.9781982898712158,0.9841539859771729,0.9778478145599365,46,5099,,,,,,
0.0052093686535954475,0.9749737977981567,0.9629770517349243,0.9689382910728455,0.9629770517349243,0.9687548875808716,46,5149,,,,,,
,,,,,,46,5169,0.047490838915109634,0.9410974383354187,0.8567343354225159,0.8962485790252686,0.8567343354225159,0.9034780263900757
0.004350058268755674,0.9834932684898376,0.9612993001937866,0.9722697138786316,0.9612993001937866,0.9720077514648438,47,5199,,,,,,
0.004643826745450497,0.9861162900924683,0.9550747275352478,0.9703473448753357,0.9550747275352478,0.9700811505317688,47,5249,,,,,,
,,,,,,47,5279,0.041872553527355194,0.9468415975570679,0.8565462827682495,0.8983062505722046,0.8565462827682495,0.9051192402839661
